,SwissProt1,SwissProt2
384934,P42858,Q99963
384935,P42858,Q99963
384972,Q5S007,Q99963
385250,O60260,Q9BPW8
385273,P55072,Q9BPW8
385356,Q6ZW49,Q9BPX3
385362,Q9UGJ0,Q9BPX3
385649,Q13148,Q9BQ39
386072,P55072,Q9BQ67
386246,P01023,Q9BQ95
386247,P01023,Q9BQ95
386258,P49768,Q9BQ95
386259,P49768,Q9BQ95
386629,O60260,Q9BQE3
386674,P22314,Q9BQE3
386725,P55072,Q9BQE3
386795,Q5S007,Q9BQE3
386796,Q5S007,Q9BQE3
386904,Q9UGJ0,Q9BQE3
386932,P55072,Q9BQE4
387029,Q13148,Q9BQG0
387040,Q16637,Q9BQG0
387041,Q16637,Q9BQG0
387101,Q13867,Q9BQG2
387102,Q13867,Q9BQG2
387394,P42858,Q9BR39
387460,Q9UGJ0,Q9BRA2
387572,P04626,Q9BRG2
387573,P04626,Q9BRG2
387574,P04626,Q9BRG2
387588,Q6ZW49,Q9BRH9
387613,Q6ZW49,Q9BRJ6
387945,P37840,Q9BRK5
387946,P37840,Q9BRK5
387947,P37840,Q9BRK5
387957,Q16637,Q9BRK5
387958,Q16637,Q9BRK5
387959,Q16637,Q9BRK5
387998,Q6ZW49,Q9BRN9
388025,O60260,Q9BRP4
388105,Q13148,Q9BRP8
388135,P35637,Q9BRQ4
388274,P21675,Q9BRT9
388275,P21675,Q9BRT9
388410,Q6ZW49,Q9BRX2
388527,P35637,Q9BS26
388753,Q5S007,Q9BSD3
388756,O60260,Q9BSD7
388775,Q5S007,Q9BSD7
388862,P09172,Q9BSG0
388947,P55072,Q9BSJ2
388981,P04156,Q9BSJ6
389042,P42858,Q9BSL1
389043,P42858,Q9BSL1
389156,P00441,Q9BSU3
389270,P04156,Q9BT17
389366,Q16637,Q9BT40
389367,Q16637,Q9BT40
389368,Q16637,Q9BT40
389617,O60260,Q9BT88
389630,Q9NQ11,Q9BT88
389678,P42858,Q9BTA9
389766,P49768,Q9BTC8
389993,Q6ZW49,Q9BTK6
389994,Q6ZW49,Q9BTK6
390041,P55072,Q9BTM1
390080,Q5S007,Q9BTP7
390723,O43464,Q9BUF5
390728,O60260,Q9BUF5
390785,Q5S007,Q9BUF5
390821,Q9UGJ0,Q9BUF5
390903,P55072,Q9BUI4
391015,Q13148,Q9BUJ2
391045,Q16637,Q9BUJ2
391119,Q9UGJ0,Q9BUJ2
391139,P04626,Q9BUL5
391168,P55072,Q9BUL8
391241,P55072,Q9BUN8
391274,P49768,Q9BUP0
391275,P49768,Q9BUP0
391317,Q6ZW49,Q9BUQ8
391331,Q16637,Q9BUR4
391336,P37840,Q9BUT1
391592,Q13148,Q9BV35
391641,Q16637,Q9BV38
391642,Q16637,Q9BV38
391643,Q16637,Q9BV38
391644,Q6ZW49,Q9BV38
391671,Q9UGJ0,Q9BV38
391771,P55072,Q9BV68
392038,Q5S007,Q9BVA1
392072,P42858,Q9BVA6
392085,P01023,Q9BVC4
392086,P01023,Q9BVC4
392493,P42858,Q9BVJ6
392494,P42858,Q9BVJ6
392653,P19404,Q9BVK6
392704,P42858,Q9BVL2
392705,P55072,Q9BVL2
392776,Q13148,Q9BVP2
392929,P04626,Q9BVV7
393250,Q9UGJ0,Q9BWD1
393525,Q9NQ11,Q9BWH2
393584,P42858,Q9BWM7
393948,P42858,Q9BX66
394080,Q96QT4,Q9BX84
394117,O95292,Q9BXB4
394129,O95292,Q9BXB5
394287,Q6ZW49,Q9BXJ8
394316,Q9UGJ0,Q9BXJ9
394433,O43464,Q9BXM7
394434,O60260,Q9BXM7
394435,O60260,Q9BXM7
394436,O60260,Q9BXM7
394465,Q99497,Q9BXM7
394467,Q9BXM7,Q9BXM7
394468,Q9BXM7,Q9BXM7
394469,Q9BXM7,Q9BXM7
394471,Q9Y3I1,Q9BXM7
394542,P42858,Q9BXP5
394561,Q13148,Q9BXP5
394586,Q9UGJ0,Q9BXP5
394873,Q9UGJ0,Q9BXW7
394913,P51587,Q9BXW9
394914,P51587,Q9BXW9
394915,P51587,Q9BXW9
394916,P51587,Q9BXW9
395044,P10636,Q9BY11
395047,P42858,Q9BY11
395048,P42858,Q9BY11
395074,Q9HBA0,Q9BY11
395326,Q5S007,Q9BY77
395604,P55072,Q9BYE2
395856,P37231,Q9BYK8
395867,O60260,Q9BYM8
396545,P42858,Q9BYW2
396546,P42858,Q9BYW2
396547,P42858,Q9BYW2
396657,P21675,Q9BZ29
396658,P42858,Q9BZ29
396808,Q16637,Q9BZE1
396809,Q16637,Q9BZE1
396825,P00441,Q9BZE2
397057,P55072,Q9BZE9
397058,P55072,Q9BZE9
397098,O95292,Q9BZF3
397099,O95292,Q9BZF3
397111,P35637,Q9BZF9
397608,P55072,Q9BZV1
397609,P55072,Q9BZV1
397610,P55072,Q9BZV1
397754,P42858,Q9BZZ5
397851,Q6ZW49,Q9C005
397852,Q6ZW49,Q9C005
397879,Q9UQN3,Q9C005
398186,P55072,Q9C0C2
398227,O60260,Q9C0C7
398615,P42858,Q9C0K0
398810,P12036,Q9GZM8
399063,O60260,Q9GZQ8
399079,P37840,Q9GZQ8
399080,P37840,Q9GZQ8
399081,P42858,Q9GZQ8
399134,Q9BXM7,Q9GZQ8
399135,Q9BXM7,Q9GZQ8
399286,Q6ZW49,Q9GZS1
399379,P04626,Q9GZT3
399390,P55072,Q9GZT3
399524,Q16637,Q9GZT6
399525,Q16637,Q9GZT6
399580,P00441,Q9GZT8
399826,Q9NQ11,Q9GZU8
399892,Q9UGJ0,Q9GZV4
400105,P55072,Q9GZZ9
400141,P42858,Q9H000
400188,P55072,Q9H040
400589,P01023,Q9H0A6
400590,P01023,Q9H0A6
400815,Q13148,Q9H0D6
400816,Q13148,Q9H0D6
400952,Q9BXM7,Q9H0E2
401660,P37840,Q9H0R8
401754,O60260,Q9H0S4
401764,P04156,Q9H0S4
401952,P00441,Q9H0X9
401992,P42858,Q9H115
402242,Q6ZW49,Q9H1A4
402621,O95292,Q9H1P3
402708,P09936,Q9H1Y0
402727,P37840,Q9H1Y0
402730,P42858,Q9H1Y0
402731,P42858,Q9H1Y0
402736,P55072,Q9H1Y0
403027,P03950,Q9H221
403097,P04626,Q9H254
403324,P04626,Q9H299
403325,P04626,Q9H299
403326,P04626,Q9H299
403335,Q5S007,Q9H2A2
403371,P22314,Q9H2C0
403625,Q6ZW49,Q9H2K0
403664,Q5S007,Q9H2K8
403688,O95292,Q9H2M9
403692,P55072,Q9H2M9
403700,Q6ZW49,Q9H2M9
403801,Q13148,Q9H2U1
404061,Q9BXM7,Q9H300
404148,Q16637,Q9H324
404149,Q16637,Q9H324
404170,O60260,Q9H361
404218,P35637,Q9H3D4
404219,P35637,Q9H3D4
404381,P00441,Q9H3H5
404544,P55072,Q9H3Q1
404566,P37231,Q9H3R0
404580,P55072,Q9H3R5
404631,P55072,Q9H3S7
404639,Q5S007,Q9H3S7
404822,P42858,Q9H444
404886,Q9UQN3,Q9H444
405034,P42858,Q9H492
405036,P55072,Q9H492
405080,Q9BXM7,Q9H492
405099,Q9UGJ0,Q9H492
405100,Q9UGJ0,Q9H492
405101,Q9UGJ0,Q9H492
405110,Q5S007,Q9H496
405148,P55072,Q9H4A3
405213,P42858,Q9H4A5
405214,P42858,Q9H4A5
405218,P55072,Q9H4A5
405306,O60260,Q9H4B7
405323,P37840,Q9H4B7
405336,Q01959,Q9H4B7
405360,Q5S007,Q9H4B7
405404,Q9UGJ0,Q9H4B7
405690,Q5S007,Q9H4L4
405714,O95292,Q9H4L5
405715,O95292,Q9H4L5
405828,O60260,Q9H4P4
405971,P55072,Q9H583
406117,P37231,Q9H5J0
406144,P20226,Q9H5J8
406422,P55072,Q9H6E4
406559,P04626,Q9H6Q3
406560,P04626,Q9H6Q3
406561,P04626,Q9H6Q3
406804,Q13148,Q9H6S0
406900,Q5S007,Q9H6T3
407485,P35637,Q9H7E2
407623,Q5S007,Q9H7L9
407783,P42858,Q9H7Z7
407784,P42858,Q9H7Z7
407849,Q6ZW49,Q9H814
407921,Q16637,Q9H840
407922,Q16637,Q9H840
408054,P55072,Q9H8G2
408099,P55072,Q9H8H2
408179,Q9UGJ0,Q9H8M2
408268,Q14203,Q9H8T0
408483,P55072,Q9H8Y5
408484,P55072,Q9H8Y5
408676,Q5S007,Q9H936
408887,P10636,Q9H992
408906,Q13867,Q9H993
408915,P55072,Q9H9A5
409060,Q5S007,Q9H9B4
409070,Q9UGJ0,Q9H9B4
409102,P04156,Q9H9D4
409169,P55072,Q9H9E3
409330,Q13148,Q9H9J2
409752,P04626,Q9H9Y6
410547,P04626,Q9HAV0
410732,P20226,Q9HAW0
410840,P37231,Q9HAZ2
410904,P19404,Q9HB58
410905,P19404,Q9HB58
410906,P19404,Q9HB58
410917,Q16637,Q9HB58
410918,Q16637,Q9HB58
411130,P51587,Q9HB96
411131,P51587,Q9HB96
411156,Q9HBA0,Q9HBA0
411349,P09936,Q9HBL8
411387,P21675,Q9HBM6
411634,Q6ZW49,Q9HC36
411642,P00441,Q9HC38
411735,Q6ZW49,Q9HC52
411862,P37231,Q9HC78
411960,O60260,Q9HCC0
412097,Q13148,Q9HCE1
412278,Q92870,Q9HCE7
412553,P37231,Q9HCK8
413078,P21675,Q9HCU9
413136,P04626,Q9HCY8
413201,P22314,Q9HD20
413359,Q99497,Q9HD26
413360,Q99497,Q9HD26
413502,P01023,Q9HD89
413631,P04626,Q9NP31
413632,P04626,Q9NP31
413633,P04626,Q9NP31
413650,P55072,Q9NP31
413713,P42858,Q9NP61
413738,P43354,Q9NP64
413769,P42858,Q9NP66
413770,P42858,Q9NP66
414256,Q9NQ11,Q9NPA0
414257,Q9NQ11,Q9NPA0
414598,P22314,Q9NPD8
414636,Q6ZW49,Q9NPE6
414817,P37840,Q9NPF8
415003,P49768,Q9NPI1
415100,Q6ZW49,Q9NPI6
415446,P22314,Q9NPQ8
415648,Q13867,Q9NQ48
415749,Q96QT4,Q9NQ66
415750,Q96QT4,Q9NQ66
415817,P42858,Q9NQ87
415818,P42858,Q9NQ87
416800,Q5S007,Q9NQU5
416877,P22314,Q9NQW7
417104,Q04656,Q9NQY0
417236,O43464,Q9NR09
417427,O43464,Q9NR28
417428,O43464,Q9NR28
417585,Q13148,Q9NR30
417644,Q9UGJ0,Q9NR30
417684,Q14203,Q9NR31
417765,Q9UGJ0,Q9NR45
417784,Q13867,Q9NR46
417996,P00749,Q9NRA1
418107,P55072,Q9NRD1
418121,O60260,Q9NRD5
418122,O60260,Q9NRD5
418124,P04626,Q9NRD5
418125,P04626,Q9NRD5
418184,Q01959,Q9NRD5
418185,Q01959,Q9NRD5
418186,Q01959,Q9NRD5
418205,Q16595,Q9NRD5
418206,Q16595,Q9NRD5
418207,Q16595,Q9NRD5
418663,P42858,Q9NRL2
418733,Q14203,Q9NRL3
418745,Q6ZW49,Q9NRL3
418875,Q6ZW49,Q9NRN7
418906,Q9NQ11,Q9NRP0
418966,P35637,Q9NRR4
419239,P37840,Q9NRR8
419543,P55072,Q9NRX1
419641,O60260,Q9NRX3
419642,O60260,Q9NRX3
419785,P55072,Q9NRZ9
419797,Q5S007,Q9NRZ9
419813,Q9UGJ0,Q9NRZ9
420013,Q7Z333,Q9NS56
420051,O60260,Q9NS69
420082,Q9BXM7,Q9NS69
420271,P35637,Q9NSA0
420513,P04626,Q9NSE2
420514,P04626,Q9NSE2
420734,P55072,Q9NSV4
420822,P04626,Q9NTG1
420892,P51587,Q9NTI5
420893,P51587,Q9NTI5
420954,P00441,Q9NTJ3
421058,O95292,Q9NTJ5
421059,O95292,Q9NTJ5
421060,O95292,Q9NTJ5
421061,O95292,Q9NTJ5
421215,P00441,Q9NTK5
421461,Q6Y7W6,Q9NTZ6
421462,Q6Y7W6,Q9NTZ6
421512,P55072,Q9NU22
421519,Q5S007,Q9NU22
421520,Q5S007,Q9NU22
422106,P28799,Q9NUX5
422107,P28799,Q9NUX5
422211,Q6ZW49,Q9NV06
422373,P55072,Q9NV58
422446,Q9NQ11,Q9NV79
422520,Q99497,Q9NVA2
422767,P42858,Q9NVH1
422785,Q6ZW49,Q9NVH2
422841,P55072,Q9NVI1
422887,O60260,Q9NVI7
422899,P04626,Q9NVI7
422993,P01023,Q9NVJ2
423288,Q6ZW49,Q9NVP1
423484,P00441,Q9NVS9
423556,Q13148,Q9NVU7
423979,P28799,Q9NW38
423980,P28799,Q9NW38
424037,P04156,Q9NW64
424254,P35637,Q9NWH7
424715,Q13148,Q9NWU5
424753,Q6ZW49,Q9NWV8
424786,Q6ZW49,Q9NWW7
424939,Q16637,Q9NWZ8
424940,Q16637,Q9NWZ8
424941,Q5S007,Q9NWZ8
424969,P35637,Q9NX01
425067,O60260,Q9NX09
425146,P04156,Q9NX24
425155,P20226,Q9NX24
425264,O60260,Q9NX47
425266,P00441,Q9NX47
425298,P42858,Q9NX55
425299,P42858,Q9NX55
425341,P35637,Q9NX58
425353,P55072,Q9NX58
425390,Q6ZW49,Q9NX58
425449,O60260,Q9NX63
425466,P42858,Q9NX63
425581,Q16637,Q9NX74
425582,Q16637,Q9NX74
425583,Q16637,Q9NX74
425818,P01023,Q9NXK8
425827,P49768,Q9NXK8
425905,P51587,Q9NXR7
425916,Q6ZW49,Q9NXR7
425974,Q13148,Q9NXS2
425975,Q5S007,Q9NXS2
426067,P55072,Q9NXV6
426153,Q16637,Q9NY12
426154,Q16637,Q9NY12
426155,Q16637,Q9NY12
426285,P10636,Q9NY61
426286,P10636,Q9NY61
426731,P55072,Q9NYF8
426745,Q13148,Q9NYF8
426759,Q6ZW49,Q9NYF8
427126,Q5S007,Q9NYL9
427127,Q5S007,Q9NYL9
427314,Q16637,Q9NYR9
427315,Q16637,Q9NYR9
427316,Q16637,Q9NYR9
427465,Q6ZW49,Q9NYV4
427633,Q6ZW49,Q9NZ01
427710,Q14203,Q9NZ32
427718,P49768,Q9NZ42
427719,P49768,Q9NZ42
427720,P49768,Q9NZ42
427753,O60260,Q9NZ45
427755,P43354,Q9NZ45
427943,Q13148,Q9NZB2
428214,O60260,Q9NZI8
428334,Q9UGJ0,Q9NZI8
428420,P49768,Q9NZJ7
428589,P49768,Q9NZM3
428781,P20226,Q9NZN8
428791,P55072,Q9NZN8
428935,Q5S007,Q9NZT1
429091,P37840,Q9NZZ3
429099,P55072,Q9NZZ3
429141,Q9UQN3,Q9NZZ3
429314,P04626,Q9P035
429339,Q5S007,Q9P035
429466,O43464,Q9P0J0
429472,P42858,Q9P0J0
429503,P55072,Q9P0J7
429552,Q5S007,Q9P0K7
429553,Q5S007,Q9P0K7
429571,O95292,Q9P0L0
429579,P04626,Q9P0L0
429955,P20226,Q9P0U4
429956,P20226,Q9P0U4
430055,P51587,Q9P0W2
430056,P51587,Q9P0W2
430057,P51587,Q9P0W2
430058,P51587,Q9P0W2
430115,P42858,Q9P121
430355,P04626,Q9P1Z9
430406,Q5S007,Q9P209
430447,P35637,Q9P212
430448,P49768,Q9P212
430555,Q9UGJ0,Q9P255
430605,P55072,Q9P260
430679,Q16637,Q9P283
430680,Q16637,Q9P283
430727,P51587,Q9P287
430730,P55072,Q9P287
430965,P37231,Q9P2D1
431049,P55072,Q9P2E9
431054,Q13148,Q9P2E9
431208,P42858,Q9P2H0
431209,P42858,Q9P2H0
431362,P00441,Q9P2H5
431374,P20226,Q9P2I0
431481,P35637,Q9P2J5
431552,Q9UGJ0,Q9P2J5
432109,P55072,Q9P2S5
432152,P37840,Q9P2U7
432204,Q5S007,Q9P2X0
432297,P55072,Q9UBB4
432369,P01023,Q9UBB6
432370,P01023,Q9UBB6
432376,P55072,Q9UBB6
432799,Q99497,Q9UBD9
432822,P35637,Q9UBE0
432881,P28799,Q9UBE8
432882,P28799,Q9UBE8
432884,P37231,Q9UBE8
432989,Q5S007,Q9UBF2
433050,P55072,Q9UBF6
433251,P37840,Q9UBJ2
433278,P37231,Q9UBK2
433279,P37231,Q9UBK2
433280,P37231,Q9UBK2
433318,Q99497,Q9UBK2
433427,P37231,Q9UBL3
433428,P37231,Q9UBL3
433464,Q6ZW49,Q9UBL3
433465,Q6ZW49,Q9UBL3
433494,Q9UGJ0,Q9UBL3
433558,P04626,Q9UBM7
433642,O60260,Q9UBN7
433643,O60260,Q9UBN7
433650,P00441,Q9UBN7
433655,P04626,Q9UBN7
433667,P10636,Q9UBN7
433697,P55072,Q9UBN7
433698,P55072,Q9UBN7
433699,P55072,Q9UBN7
433722,Q13148,Q9UBN7
433732,Q14203,Q9UBN7
433775,Q9NQ11,Q9UBN7
433776,Q9NQ11,Q9UBN7
433807,P55072,Q9UBP0
433831,P42858,Q9UBP5
433832,P42858,Q9UBP5
434050,Q9UGJ0,Q9UBQ7
434101,P00441,Q9UBS0
434161,P55072,Q9UBS3
434199,P55072,Q9UBS4
434217,Q6ZW49,Q9UBS4
434388,Q7Z333,Q9UBT2
434400,Q99497,Q9UBT2
434401,Q99497,Q9UBT2
434466,Q9NQ11,Q9UBU6
434467,Q9NQ11,Q9UBU6
434650,Q13148,Q9UBU9
434911,P55072,Q9UBW8
435028,Q6ZW49,Q9UBX5
435623,Q99497,Q9UER7
435930,P55072,Q9UFF9
436078,P35637,Q9UG63
436109,Q9UGJ0,Q9UG63
436246,Q9UGJ0,Q9UGJ0
436247,Q9UGJ0,Q9UGJ0
436998,Q5S007,Q9UHB6
436999,Q5S007,Q9UHB6
437000,Q6ZW49,Q9UHB6
437089,Q16637,Q9UHB9
437493,P00441,Q9UHD8
437521,P19404,Q9UHD8
437523,P22314,Q9UHD8
437748,P19404,Q9UHG3
437804,Q16637,Q9UHI6
437805,Q16637,Q9UHI6
437806,Q16637,Q9UHI6
437807,Q6Y7W6,Q9UHI6
437831,Q9UGJ0,Q9UHI6
437849,P01023,Q9UHI8
438038,O60260,Q9UHQ9
438059,P55072,Q9UHR4
438080,P35637,Q9UHR5
438081,P37840,Q9UHR5
438097,Q14203,Q9UHR5
438273,P37840,Q9UHV9
438638,P42858,Q9UI08
438639,P42858,Q9UI08
438760,P37840,Q9UI14
438761,P37840,Q9UI14
439280,P43354,Q9UIG0
439281,P43354,Q9UIG0
439376,P49768,Q9UII7
439408,P00441,Q9UIJ7
439534,P42858,Q9UIS9
439535,P42858,Q9UIS9
439818,Q9BXM7,Q9UJA2
439850,P55072,Q9UJC3
439920,P04626,Q9UJM3
439990,O60260,Q9UJS0
440050,Q9UGJ0,Q9UJS0
440305,P22314,Q9UJV9
440358,Q14203,Q9UJW0
440493,Q6ZW49,Q9UJX2
440562,P55072,Q9UJX3
440578,Q6ZW49,Q9UJX3
440640,Q6ZW49,Q9UJX4
440685,Q6ZW49,Q9UJX5
440773,P37840,Q9UJY1
440802,P28799,Q9UJY4
440809,P42858,Q9UJY4
440812,P55072,Q9UJY4
440829,Q92673,Q9UJY4
440830,Q92673,Q9UJY4
440831,Q92673,Q9UJY4
440832,Q92673,Q9UJY4
440833,Q92673,Q9UJY4
440866,P55072,Q9UJY5
440888,Q92673,Q9UJY5
440889,Q92673,Q9UJY5
440890,Q92673,Q9UJY5
440906,O60260,Q9UJZ1
440940,Q6ZW49,Q9UJZ1
440949,Q9UGJ0,Q9UJZ1
440981,P55072,Q9UK22
441066,Q16637,Q9UK41
441200,Q16637,Q9UK45
441520,Q14203,Q9UKA1
441574,P35637,Q9UKA9
441654,P49768,Q9UKB1
441657,P55072,Q9UKB1
441865,P09936,Q9UKE5
441958,P20226,Q9UKF6
441991,Q6ZW49,Q9UKF6
442064,P55072,Q9UKG1
442126,P37840,Q9UKI2
442266,Q6ZW49,Q9UKK6
442323,P43354,Q9UKL0
442408,O60260,Q9UKM9
442454,Q13148,Q9UKM9
442531,P20226,Q9UKN8
442560,Q9UGJ0,Q9UKN8
442839,Q9HBA0,Q9UKS6
443202,Q5S007,Q9UKV3
443242,P42858,Q9UKV5
443246,P55072,Q9UKV5
443247,P55072,Q9UKV5
443305,P04156,Q9UKV8
443310,P42858,Q9UKV8
443311,P42858,Q9UKV8
443325,Q13148,Q9UKV8
443341,Q5S007,Q9UKV8
443342,Q5S007,Q9UKV8
443346,Q6Y7W6,Q9UKV8
443407,P04626,Q9UKW4
443408,P04626,Q9UKW4
443457,Q96QT4,Q9UKX2
443504,Q5S007,Q9UKX7
443601,Q13148,Q9UKY1
443602,Q13148,Q9UKY1
443603,Q13148,Q9UKY1
443736,O60260,Q9UL15
443746,P37840,Q9UL15
443759,Q5S007,Q9UL15
443760,Q5S007,Q9UL15
443842,Q5S007,Q9UL18
443843,Q5S007,Q9UL18
443962,Q13148,Q9UL40
444048,Q16637,Q9UL45
444049,Q16637,Q9UL45
444093,O60260,Q9UL46
444284,Q9NQ11,Q9ULB1
444321,P37840,Q9ULC4
444322,P55072,Q9ULC4
444349,Q5S007,Q9ULC5
444365,P42858,Q9ULD2
444570,P42858,Q9ULJ1
445232,Q9UGJ0,Q9ULV4
445510,P37231,Q9ULX9
445529,Q5S007,Q9ULZ0
445842,P49768,Q9UM47
445843,P49768,Q9UM47
445869,O60260,Q9UM54
445873,O94827,Q9UM54
445937,P37231,Q9UM63
446073,P49768,Q9UMF0
446074,P49768,Q9UMF0
446377,Q16637,Q9UMN6
446378,Q16637,Q9UMN6
446380,Q6ZW49,Q9UMN6
446487,O60260,Q9UMS4
446543,P55072,Q9UMS4
446564,Q13148,Q9UMS4
446791,P42858,Q9UMX0
446800,P49768,Q9UMX0
446801,P49768,Q9UMX0
446802,P49768,Q9UMX0
446829,P55072,Q9UMX0
447049,Q6ZW49,Q9UMY1
447156,Q5S007,Q9UN37
447184,Q9NQ11,Q9UN67
447255,P55072,Q9UN86
447264,Q13148,Q9UN86
447389,O60260,Q9UNE7
447408,P00441,Q9UNE7
447421,P04626,Q9UNE7
447446,P10636,Q9UNE7
447447,P10636,Q9UNE7
447448,P10636,Q9UNE7
447467,P21917,Q9UNE7
447494,P37840,Q9UNE7
447584,Q5S007,Q9UNE7
447628,Q99497,Q9UNE7
447673,Q9UGJ0,Q9UNE7
447741,Q9HBA0,Q9UNF0
447789,Q5S007,Q9UNF1
447883,Q14203,Q9UNH7
448117,O60260,Q9UNM6
448150,P20226,Q9UNM6
448151,P20226,Q9UNM6
448152,P20226,Q9UNM6
448153,P20226,Q9UNM6
448154,P20226,Q9UNM6
448348,P20226,Q9UNN4
448376,O95292,Q9UNN5
448377,O95292,Q9UNN5
448418,P55072,Q9UNN5
448520,P55072,Q9UNQ0
448553,P20226,Q9UNQ2
448574,Q13148,Q9UNQ2
448687,P55072,Q9UNS2
448778,O60260,Q9UNX3
449010,P55072,Q9UNZ2
449011,P55072,Q9UNZ2
449012,P55072,Q9UNZ2
449013,P55072,Q9UNZ2
449014,P55072,Q9UNZ2
449015,P55072,Q9UNZ2
449016,P55072,Q9UNZ2
449017,P55072,Q9UNZ2
449018,P55072,Q9UNZ2
449019,P55072,Q9UNZ2
449034,Q13148,Q9UNZ2
449035,Q13148,Q9UNZ2
449107,Q30201,Q9UP52
449121,P55072,Q9UP83
449595,Q16637,Q9UPQ3
449596,Q16637,Q9UPQ3
449673,Q6Y7W6,Q9UPQ9
450314,P55072,Q9UPZ9
450380,P55072,Q9UQ16
450521,Q6ZW49,Q9UQ35
450612,P35637,Q9UQ80
450677,Q9UGJ0,Q9UQ80
450784,P49768,Q9UQB3
450814,P42858,Q9UQB8
450916,P04626,Q9UQC2
451042,P51587,Q9UQE7
451093,Q6ZW49,Q9UQE7
451194,P04626,Q9UQF2
451195,P04626,Q9UQF2
451196,P04626,Q9UQF2
451365,O60260,Q9UQM7
451458,Q9UQN3,Q9UQN3
451459,Q9UQN3,Q9UQN3
451466,P04626,Q9UQQ2
451703,Q9UGJ0,Q9Y223
451725,P35637,Q9Y224
451833,O60260,Q9Y230
451912,P20226,Q9Y230
451913,P20226,Q9Y230
451914,P20226,Q9Y230
452009,P55072,Q9Y230
452056,Q13148,Q9Y230
452100,Q5S007,Q9Y230
452228,Q9UGJ0,Q9Y230
452595,P51587,Q9Y253
452596,P51587,Q9Y253
452748,Q5S007,Q9Y262
452818,P00441,Q9Y263
452840,P55072,Q9Y263
452841,P55072,Q9Y263
452842,P55072,Q9Y263
452843,P55072,Q9Y263
452844,P55072,Q9Y263
452845,P55072,Q9Y263
452846,P55072,Q9Y263
452947,O60260,Q9Y265
452980,P00441,Q9Y265
453010,P20226,Q9Y265
453011,P20226,Q9Y265
453012,P20226,Q9Y265
453248,Q9UGJ0,Q9Y265
453292,P04626,Q9Y266
453433,P35637,Q9Y276
453454,O60260,Q9Y277
453459,O95292,Q9Y277
453475,P42858,Q9Y277
453528,P00441,Q9Y281
453544,P22314,Q9Y281
453693,Q9NQ11,Q9Y284
453694,Q9NQ11,Q9Y284
453706,P01023,Q9Y285
453707,P01023,Q9Y285
453751,Q5S007,Q9Y285
453776,Q9UGJ0,Q9Y285
453829,P20226,Q9Y294
453830,P21675,Q9Y294
453852,P55072,Q9Y294
453987,Q6ZW49,Q9Y295
454131,P42858,Q9Y297
454147,P55072,Q9Y297
454316,P49768,Q9Y2A7
454511,P20226,Q9Y2D8
454851,P01023,Q9Y2H9
455040,P42858,Q9Y2J2
455041,P49768,Q9Y2J2
455042,P49768,Q9Y2J2
455064,Q6ZW49,Q9Y2J2
455211,O95292,Q9Y2K6
455338,Q5S007,Q9Y2L1
455378,Q9UGJ0,Q9Y2L1
455408,Q6ZW49,Q9Y2L5
455592,Q14203,Q9Y2Q3
455682,O60260,Q9Y2Q9
455735,P04626,Q9Y2R2
455751,P55072,Q9Y2R2
455804,Q6ZW49,Q9Y2R4
455861,O60260,Q9Y2R9
456241,Q16637,Q9Y2V2
456242,Q16637,Q9Y2V2
456368,Q16637,Q9Y2W1
456369,Q16637,Q9Y2W1
456372,Q6ZW49,Q9Y2W1
456464,Q6Y7W6,Q9Y2W2
456465,Q6Y7W6,Q9Y2W2
456640,P20226,Q9Y2X3
456664,P55072,Q9Y2X3
456685,Q13148,Q9Y2X3
456703,Q16637,Q9Y2X3
456807,P42858,Q9Y2X7
456808,P42858,Q9Y2X7
456809,P42858,Q9Y2X7
457144,Q6ZW49,Q9Y2Z0
457167,Q9UGJ0,Q9Y2Z0
457333,P04626,Q9Y316
457334,P04626,Q9Y316
457520,Q16637,Q9Y333
457702,P55072,Q9Y376
457772,P42858,Q9Y383
457811,Q13148,Q9Y383
457841,Q6ZW49,Q9Y383
457923,O60260,Q9Y385
457926,P22314,Q9Y385
457927,P22314,Q9Y385
458135,Q6ZW49,Q9Y3A3
458262,P01023,Q9Y3B2
458263,P01023,Q9Y3B2
458270,P22314,Q9Y3B2
458493,P00441,Q9Y3B8
458628,Q13148,Q9Y3C1
458873,P42858,Q9Y3C7
458874,P42858,Q9Y3C7
458875,P42858,Q9Y3C7
458930,Q16637,Q9Y3C7
458931,Q16637,Q9Y3C7
458932,Q16637,Q9Y3C7
459059,Q6ZW49,Q9Y3D0
459118,O60260,Q9Y3D6
459122,P01023,Q9Y3D6
459135,Q5S007,Q9Y3D6
459136,Q5S007,Q9Y3D6
459197,O60260,Q9Y3D9
459206,P55072,Q9Y3D9
459388,Q9UQN3,Q9Y3E7
459389,Q9UQN3,Q9Y3E7
459390,Q9UQN3,Q9Y3E7
459458,Q16637,Q9Y3F4
459459,Q16637,Q9Y3F4
459463,Q6ZW49,Q9Y3F4
459516,P35637,Q9Y3I0
459517,P37840,Q9Y3I0
459577,Q9UGJ0,Q9Y3I0
459586,O60260,Q9Y3I1
459587,O60260,Q9Y3I1
459627,Q9BXM7,Q9Y3I1
459728,P55072,Q9Y3P9
459790,P04156,Q9Y3Q8
459791,P04156,Q9Y3Q8
459946,P37231,Q9Y3R0
460013,Q96Q42,Q9Y3R0
460320,Q16637,Q9Y3Y2
460321,Q16637,Q9Y3Y2
