,SwissProt1,SwissProt2
246277,Q92562,Q08AM6
246278,Q92562,Q08AM6
246279,Q92562,Q08AM6
246280,Q92562,Q08AM6
246281,Q92562,Q08AM6
246325,P04156,Q08E93
246329,Q5S007,Q08E93
246418,Q9UGJ0,Q08J23
246442,Q16637,Q09013
246443,Q16637,Q09013
246546,P35637,Q09028
246641,Q16637,Q09028
246642,Q16637,Q09028
246653,Q5S007,Q09028
246714,Q99497,Q09028
246715,Q99497,Q09028
246814,Q13148,Q09161
246854,P37840,Q09428
247025,P20226,Q09472
247078,P35637,Q09472
247087,P37231,Q09472
247259,Q6ZW49,Q09472
247400,Q13148,Q09666
247625,Q6ZW49,Q0VDF9
247718,P37840,Q10567
247724,P55072,Q10567
247776,P20226,Q10570
247795,Q13148,Q10570
247939,P37231,Q12756
247940,P37231,Q12756
247973,Q16637,Q12766
247974,Q16637,Q12766
248019,Q5S007,Q12769
248056,O60733,Q12772
248074,P42858,Q12772
248106,Q99497,Q12772
248107,Q99497,Q12772
248159,P37231,Q12778
248252,Q13867,Q12788
248353,P55072,Q12789
248540,P42858,Q12797
248544,Q13148,Q12797
248610,P55072,Q12800
248611,P55072,Q12800
249095,Q6ZW49,Q12834
249172,Q14203,Q12840
249178,Q16637,Q12840
249179,Q16637,Q12840
249180,Q16637,Q12840
249303,Q13148,Q12849
249374,P42858,Q12860
249536,P42858,Q12873
249537,P42858,Q12873
249767,P35637,Q12874
249862,P49768,Q12879
249960,P55072,Q12888
249994,Q5S007,Q12888
249995,Q6ZW49,Q12888
249996,Q6ZW49,Q12888
250076,O60733,Q12904
250133,Q9UGJ0,Q12904
250244,Q13148,Q12905
250327,Q9UGJ0,Q12905
250418,P35637,Q12906
250419,P35637,Q12906
250454,Q13148,Q12906
250538,Q9UGJ0,Q12906
250565,Q9NQ11,Q12907
250566,Q9NQ11,Q12907
250591,P04626,Q12913
250706,Q13148,Q12926
250898,Q5S007,Q12931
250928,Q9BXM7,Q12931
250948,Q9UGJ0,Q12931
251016,O60260,Q12933
251296,Q5S007,Q12933
251437,Q9UQN3,Q12933
251464,P20226,Q12947
251520,O60260,Q12959
251521,O60260,Q12959
251522,O60260,Q12959
251523,O60260,Q12959
251679,P20226,Q12962
251680,P20226,Q12962
251681,P20226,Q12962
251682,P20226,Q12962
251769,P37840,Q12967
251850,Q5S007,Q12972
252250,P42858,Q13011
252251,P42858,Q13011
252290,Q9UGJ0,Q13011
252467,Q6ZW49,Q13042
253120,P22314,Q13085
253131,P35637,Q13085
253154,P55072,Q13085
253243,P37231,Q13087
253497,Q16637,Q13107
253498,Q16637,Q13107
253918,P35637,Q13126
253951,P42858,Q13127
254032,P37231,Q13131
254201,O60260,Q13137
254457,O60260,Q13148
254486,P35637,Q13148
254495,P55072,Q13148
254507,Q13148,Q13148
254508,Q13148,Q13148
254509,Q13148,Q13148
254510,Q13148,Q13148
254511,Q13148,Q13148
254522,Q6ZW49,Q13148
254541,Q9UGJ0,Q13148
254641,Q13148,Q13151
254702,Q9UGJ0,Q13151
254751,P04626,Q13153
254928,O60260,Q13155
254929,O60260,Q13155
255110,Q5S007,Q13158
255489,P42858,Q13177
255557,O60260,Q13185
255625,Q5S007,Q13185
255719,Q5S007,Q13188
255805,P49768,Q13190
255806,P49768,Q13190
255955,O60260,Q13200
255986,P04626,Q13200
256020,P20226,Q13200
256175,Q5S007,Q13200
256236,Q9BXM7,Q13200
256264,Q9UGJ0,Q13200
256423,O60260,Q13224
256424,O60260,Q13224
256425,O60260,Q13224
256774,P04626,Q13239
256801,O60260,Q13242
256820,P35637,Q13242
256821,P35637,Q13242
256858,Q6ZW49,Q13242
256942,Q6ZW49,Q13243
257011,Q13148,Q13247
257143,P55072,Q13257
257279,O43464,Q13263
257428,Q13148,Q13263
257543,Q9UGJ0,Q13263
257572,P22314,Q13275
257663,Q13148,Q13283
257675,Q6Y7W6,Q13283
257676,Q6ZW49,Q13283
258155,Q13148,Q13310
258390,Q6Y7W6,Q13322
258391,Q6Y7W6,Q13322
258430,P01023,Q13325
258567,Q99497,Q13330
258750,Q13148,Q13347
258795,Q6ZW49,Q13347
258963,Q6ZW49,Q13362
259016,P42858,Q13363
259177,P04626,Q13387
259178,P04626,Q13387
259179,P04626,Q13387
259193,P55072,Q13387
259237,P37840,Q13393
259306,O60260,Q13404
259449,P55072,Q13409
259457,Q14203,Q13409
259458,Q14203,Q13409
259923,Q01959,Q13424
260060,Q16637,Q13427
260353,Q16637,Q13432
260354,Q16637,Q13432
260355,Q16637,Q13432
260356,Q16637,Q13432
260513,Q5S007,Q13435
260515,Q6Y7W6,Q13435
260625,P37840,Q13442
260633,Q99497,Q13442
260716,P42858,Q13449
260738,P04626,Q13451
260966,Q5S007,Q13467
261083,Q9UGJ0,Q13472
261278,P19404,Q13485
261279,P19404,Q13485
261429,Q92870,Q13485
261430,Q92870,Q13485
261489,P20226,Q13487
261517,O43464,Q13489
261518,O43464,Q13489
261519,O43464,Q13489
261603,O43464,Q13490
261604,O43464,Q13490
261605,O43464,Q13490
261606,O43464,Q13490
261712,Q9Y3I1,Q13490
261713,Q9Y3I1,Q13490
261800,O60260,Q13501
261820,P00441,Q13501
261821,P00441,Q13501
261850,P10636,Q13501
261851,P10636,Q13501
261898,P42858,Q13501
261899,P42858,Q13501
261900,P42858,Q13501
261955,Q13148,Q13501
262069,Q9UGJ0,Q13501
262119,P42858,Q13503
262168,P42858,Q13505
262233,P10636,Q13509
262286,Q16637,Q13509
262287,Q16637,Q13509
262288,Q5S007,Q13509
262321,P01023,Q13510
262442,P04626,Q13526
262461,P10636,Q13526
262513,P37231,Q13526
262515,P37840,Q13526
262543,P55072,Q13526
262784,Q5S007,Q13541
262925,Q5S007,Q13546
263219,P37231,Q13547
263220,P37231,Q13547
263221,P37231,Q13547
263701,Q5S007,Q13555
263805,P42858,Q13561
263843,Q14203,Q13561
263881,Q9UGJ0,Q13561
263969,Q9BXM7,Q13564
264457,Q6ZW49,Q13595
264475,Q9UGJ0,Q13595
264586,Q6ZW49,Q13601
264871,O60260,Q13616
264948,P55072,Q13616
264949,P55072,Q13616
265159,Q9Y3I1,Q13616
265199,P42858,Q13617
265211,P55072,Q13617
265212,P55072,Q13617
265213,P55072,Q13617
265477,P55072,Q13619
265721,P37840,Q13627
265869,P04156,Q13642
265999,P04626,Q13671
266045,Q6ZW49,Q13685
266141,Q5S007,Q13724
266178,O60260,Q13748
266218,Q14203,Q13748
266249,Q9UGJ0,Q13748
266330,Q9UGJ0,Q13765
266364,P37231,Q13772
266378,P09936,Q13794
266570,P42858,Q13813
266579,P55072,Q13813
266890,Q13148,Q13835
267088,Q13867,Q13867
267089,Q13867,Q13867
267090,Q13867,Q13867
267091,Q13867,Q13867
267092,Q13867,Q13867
267093,Q13867,Q13867
267259,P04626,Q13882
267260,P04626,Q13882
267510,Q9UGJ0,Q13885
267539,P20226,Q13887
267658,P55072,Q13889
268135,P20226,Q13952
268316,Q5S007,Q14008
268335,O60260,Q14011
268367,Q6ZW49,Q14011
268517,O60260,Q14103
268582,P35637,Q14103
268706,Q9UGJ0,Q14103
268732,P01023,Q14108
268828,P49768,Q14118
268994,P55072,Q14137
269116,P55072,Q14139
269345,P35637,Q14151
269366,Q5S007,Q14151
269458,P43354,Q14152
269525,Q13148,Q14152
269598,Q9UGJ0,Q14152
269599,Q9UGJ0,Q14152
269600,Q9UGJ0,Q14152
269700,Q5S007,Q14155
269701,Q5S007,Q14155
269748,P35637,Q14157
269837,P55072,Q14160
269900,Q9UGJ0,Q14160
270052,P09936,Q14164
270164,P55072,Q14164
270704,O60260,Q14190
270754,P55072,Q14191
270755,P55072,Q14191
270756,P55072,Q14191
270983,P19404,Q14194
270984,P19404,Q14194
270985,P19404,Q14194
270986,P19404,Q14194
271014,P42858,Q14194
271015,P42858,Q14194
271030,P55072,Q14194
271031,P55072,Q14194
271032,P55072,Q14194
271155,Q5S007,Q14195
271243,P10636,Q14203
271261,P42858,Q14203
271293,Q14203,Q14203
271294,Q14203,Q14203
271389,P37840,Q14204
271390,P37840,Q14204
271393,P42858,Q14204
271394,P42858,Q14204
271424,Q14203,Q14204
271425,Q14203,Q14204
271436,Q5S007,Q14204
271493,Q9UGJ0,Q14204
271756,P55072,Q14240
271867,Q9HBA0,Q14244
272096,O60260,Q14257
272216,P55072,Q14258
272284,P04626,Q14289
272440,Q14203,Q14315
272576,Q9NQ11,Q14318
272709,Q5S007,Q14344
272853,Q13148,Q14444
272863,Q6Y7W6,Q14444
272909,P04626,Q14451
272910,P04626,Q14451
272911,P04626,Q14451
272912,P04626,Q14451
272913,P04626,Q14451
272983,O60260,Q14457
272984,O60260,Q14457
273295,Q13148,Q14498
273313,Q5S007,Q14498
273446,P04156,Q14515
273744,Q6ZW49,Q14558
273866,P51587,Q14565
273867,P51587,Q14565
273868,P51587,Q14565
274008,Q6ZW49,Q14566
274042,Q9UGJ0,Q14566
274106,P01023,Q14576
274107,P01023,Q14576
274187,P00441,Q14596
274197,P42858,Q14596
274198,P42858,Q14596
274278,P42858,Q14643
274443,P37840,Q14654
274491,P55072,Q14669
274545,Q9UGJ0,Q14671
274556,P55072,Q14674
274621,Q6ZW49,Q14676
274892,Q6ZW49,Q14683
275032,P35637,Q14686
275033,P37231,Q14686
275066,Q6ZW49,Q14686
275087,P35637,Q14687
275165,Q6ZW49,Q14690
275313,P55072,Q14694
275322,Q13148,Q14694
275459,Q9UGJ0,Q14697
275460,Q9UGJ0,Q14697
275461,Q9UGJ0,Q14697
275644,Q5S007,Q14739
275661,Q9UGJ0,Q14739
276061,Q5S007,Q14790
276169,P37840,Q14814
276363,Q99497,Q14839
276386,Q9UGJ0,Q14839
276518,P20226,Q14919
276816,P04626,Q14974
276817,P04626,Q14974
276883,P35637,Q14974
276888,P37840,Q14974
276924,P55072,Q14974
277009,Q16637,Q14974
277013,Q5S007,Q14974
277087,Q9UGJ0,Q14974
277223,P55072,Q14980
277240,Q14203,Q14980
277255,Q5S007,Q14980
277283,P42858,Q14982
277362,P55072,Q14999
277499,P55072,Q14CS0
277598,P55072,Q15003
277616,Q9UGJ0,Q15003
277636,Q9NQ11,Q15005
277637,Q9NQ11,Q15005
277701,O60260,Q15008
277797,Q5S007,Q15008
277841,P37840,Q15011
277842,P49768,Q15011
277843,P49768,Q15011
277844,P55072,Q15011
277845,P55072,Q15011
277995,O60260,Q15019
278040,Q99497,Q15019
278133,Q6ZW49,Q15021
278176,P42858,Q15022
278224,Q6ZW49,Q15022
278312,P35637,Q15025
278555,Q5S007,Q15029
278942,O95292,Q15042
278943,O95292,Q15042
278946,P55072,Q15042
278950,Q6ZW49,Q15042
278992,P00441,Q15046
278993,P00441,Q15046
279031,P22314,Q15046
279062,P55072,Q15046
279221,P37231,Q15047
279290,Q13148,Q15047
279291,Q13148,Q15047
279292,Q13148,Q15047
279327,Q16637,Q15047
279328,Q16637,Q15047
279611,P55072,Q15051
279790,P55072,Q15061
279929,P04626,Q15075
279930,P04626,Q15075
279943,P55072,Q15075
280054,O60260,Q15084
280170,Q9NQ11,Q15084
280176,Q9UGJ0,Q15084
280312,P42858,Q15119
280313,P42858,Q15119
280343,O43464,Q15121
280511,P35637,Q15149
280516,P55072,Q15149
280550,Q5S007,Q15149
280551,Q5S007,Q15149
280701,P10636,Q15172
280774,P00441,Q15181
281063,P04156,Q15223
281160,P35637,Q15233
281221,Q16637,Q15233
281222,Q16637,Q15233
281265,Q9UGJ0,Q15233
281388,Q13148,Q15269
281549,O43464,Q15287
281650,Q16637,Q15287
281734,P00441,Q15291
281756,P37231,Q15291
282624,Q13148,Q15365
282694,Q9UGJ0,Q15365
282753,P35637,Q15366
282782,Q13148,Q15366
282811,Q6ZW49,Q15366
282843,Q9UGJ0,Q15366
282894,P35637,Q15369
283172,P01023,Q15382
283173,P01023,Q15382
283194,P49768,Q15382
283253,Q5S007,Q15386
283299,Q9BXM7,Q15388
283396,P35637,Q15393
283467,Q5S007,Q15393
283521,Q9UGJ0,Q15393
283563,Q9Y3I1,Q15398
283599,P55072,Q15404
283658,P00441,Q15417
283765,P43354,Q15418
283852,Q5S007,Q15424
283919,P35637,Q15427
284238,P55072,Q15436
284270,Q14203,Q15436
284271,Q14203,Q15436
284343,Q9UGJ0,Q15436
284458,P35637,Q15459
284623,P37231,Q15466
284834,P19404,Q15526
284959,P00441,Q15542
284972,P20226,Q15542
284973,P20226,Q15542
284974,P20226,Q15542
284975,P20226,Q15542
284976,P20226,Q15542
284977,P20226,Q15542
284978,P20226,Q15542
284979,P21675,Q15542
284980,P21675,Q15542
284981,P21675,Q15542
284982,P21675,Q15542
285055,P20226,Q15543
285056,P20226,Q15543
285057,P20226,Q15543
285087,P20226,Q15544
285088,P20226,Q15544
285089,P21675,Q15544
285141,P20226,Q15545
285142,P20226,Q15545
285143,P20226,Q15545
285144,P21675,Q15545
285145,P21675,Q15545
285146,P21675,Q15545
285211,P55072,Q15554
285294,P00441,Q15560
285457,P20226,Q15572
285458,P20226,Q15572
285459,P20226,Q15572
285460,P20226,Q15572
285461,P20226,Q15572
285468,Q16637,Q15572
285469,Q16637,Q15572
285482,P20226,Q15573
285483,P20226,Q15573
285484,P20226,Q15573
285485,P20226,Q15573
285522,P01023,Q15583
285613,P37231,Q15596
285614,P37231,Q15596
285861,Q5S007,Q15628
286020,P35637,Q15637
286021,P35637,Q15637
286086,Q9UGJ0,Q15637
286104,P42858,Q15642
286105,P42858,Q15642
286158,O60260,Q15645
286159,O60260,Q15645
286160,O60260,Q15645
286161,O60260,Q15645
286382,P37231,Q15648
286466,P37231,Q15649
286496,P35637,Q15650
286497,P37231,Q15650
286545,P37231,Q15652
286599,P20226,Q15653
286612,P37231,Q15653
286627,P55072,Q15653
287031,Q14203,Q15691
287032,Q14203,Q15691
287033,Q14203,Q15691
287205,P01023,Q15714
287342,O60260,Q15717
287361,P00749,Q15717
287410,P55072,Q15717
287431,Q13148,Q15717
287465,Q6Y7W6,Q15717
287504,Q9UGJ0,Q15717
287558,P35637,Q15738
287804,P35637,Q15758
287814,Q6ZW49,Q15758
287834,Q9UGJ0,Q15758
287971,P55072,Q15785
287972,P55072,Q15785
288069,P37231,Q15788
288070,P37231,Q15788
288194,P00441,Q15796
288260,P37231,Q15796
288281,P51587,Q15796
288366,Q6ZW49,Q15796
288464,P04626,Q15797
288521,P55072,Q15797
288676,P09172,Q15811
289406,O60260,Q15843
289417,P09936,Q15843
289449,P55072,Q15843
289524,Q9BXM7,Q15843
289568,P35637,Q15853
289606,P03950,Q15904
289607,P03950,Q15904
289608,P04626,Q15904
289677,P55072,Q15907
289792,P42858,Q15910
289843,Q16637,Q15910
289844,Q16637,Q15910
290055,P37840,Q16082
290117,O60260,Q16181
290145,P37840,Q16181
290148,P42858,Q16181
290208,Q99497,Q16181
290235,O60260,Q16186
290283,Q5S007,Q16186
290389,P37231,Q16236
290558,O60260,Q16342
290559,O60260,Q16342
290560,O60260,Q16342
290587,O60260,Q16352
290658,O60260,Q16401
290689,Q5S007,Q16401
290744,P10636,Q16512
290745,P12036,Q16512
290818,P55072,Q16513
290849,P20226,Q16514
290850,P20226,Q16514
290851,P21675,Q16514
291082,P09936,Q16531
291091,P22314,Q16531
291113,P42858,Q16531
291200,Q5S007,Q16531
291263,Q9UGJ0,Q16531
291284,P20226,Q16533
291391,O43464,Q16539
291392,O43464,Q16539
291726,P01023,Q16543
291730,P04626,Q16543
291784,P49768,Q16543
291785,P49768,Q16543
291799,P55072,Q16543
291862,Q5S007,Q16543
291863,Q5S007,Q16543
291904,Q9BXM7,Q16543
291926,Q9UGJ0,Q16543
292034,Q99497,Q16555
292041,Q9UGJ0,Q16555
292227,Q5S007,Q16576
292230,Q6ZW49,Q16576
292264,Q99497,Q16576
292265,Q99497,Q16576
292415,P20226,Q16594
292416,P20226,Q16594
292417,P20226,Q16594
292418,P20226,Q16594
292419,P21675,Q16594
292736,O95292,Q16623
292764,P37840,Q16623
292766,P42858,Q16623
292767,P42858,Q16623
292773,P49768,Q16623
292774,P49768,Q16623
292816,Q01959,Q16623
292817,Q01959,Q16623
292818,Q01959,Q16623
292819,Q01959,Q16623
292842,Q5S007,Q16623
292988,Q13148,Q16629
293020,Q6ZW49,Q16629
293105,P35637,Q16630
293245,P09936,Q16637
293320,Q16637,Q16637
293321,Q16637,Q16637
293322,Q16637,Q16637
293323,Q16637,Q16637
293324,Q16637,Q16637
293325,Q16637,Q16637
293326,Q16637,Q16637
293334,Q6Y7W6,Q16637
293455,Q5S007,Q16643
293456,Q5S007,Q16643
293555,P42858,Q16653
293834,P55072,Q16665
293835,P55072,Q16665
293978,Q5S007,Q16670
294105,Q96QT4,Q16695
294106,Q96QT4,Q16695
294230,O60260,Q16720
294295,O95292,Q16763
294302,P22314,Q16763
294306,P55072,Q16763
294445,Q16637,Q16777
294523,P35637,Q16778
294628,Q9UGJ0,Q16778
294665,P42858,Q16795
294666,P42858,Q16795
294703,P10636,Q16816
294834,Q9UGJ0,Q16836
294923,P42858,Q16853
294995,Q13867,Q16864
295099,Q9UGJ0,Q16881
295184,P42858,Q16891
295248,Q16637,Q16891
295249,Q16637,Q16891
295250,Q16637,Q16891
295287,Q9BXM7,Q16891
295445,P35637,Q17RS7
295495,Q13148,Q1KMD3
295570,P55072,Q27J81
295776,Q9NQ11,Q2M2I8
295841,P42858,Q2NKX8
295929,Q13148,Q2NL82
296052,Q16637,Q2QGD7
296053,Q16637,Q2QGD7
296059,O43464,Q2QL34
296305,P35637,Q2TBA0
296348,Q9UGJ0,Q2VIQ3
296423,Q30201,Q30201
296442,Q6ZW49,Q32M84
296443,Q6ZW49,Q32M88
296866,P35637,Q3MHD2
296870,Q13148,Q3MHD2
296887,Q9UGJ0,Q3MHD2
296913,P35637,Q3MIX3
296991,Q9UGJ0,Q3SY84
297069,P35637,Q3V6T2
297078,Q6ZW49,Q3V6T2
297181,P04626,Q3ZCQ8
297202,P35637,Q3ZCQ8
297402,P09936,Q49A88
297403,P09936,Q49A88
297546,Q6ZW49,Q4G0J3
297610,P55072,Q4KMP7
297627,Q9UGJ0,Q4KMX6
297750,O60260,Q4VCS5
297762,P35637,Q4VCS5
297830,O60260,Q4VXU2
297836,P00441,Q4VXU2
297846,P20226,Q4VXU2
297860,P55072,Q4VXU2
297935,P49768,Q4W5T8
298045,Q9UGJ0,Q504X9
298137,P49768,Q53EL6
298144,P55072,Q53EL6
298168,Q5S007,Q53EL6
298239,O60260,Q53EZ4
298255,P55072,Q53EZ4
298424,Q5S007,Q53G25
298426,Q14203,Q53G35
298449,P21917,Q53G59
298784,O60260,Q53H12
298887,P35637,Q53H96
298920,Q9UGJ0,Q53H96
299040,P37840,Q53QZ3
299147,P55072,Q53T59
299155,P20226,Q53T94
299156,P20226,Q53T94
299157,P20226,Q53T94
299158,P20226,Q53T94
299159,P20226,Q53T94
299186,P49768,Q53TM5
299241,Q16637,Q548N1
299288,O60260,Q562R1
299339,Q5S007,Q562R1
299340,Q5S007,Q562R1
299379,Q9UGJ0,Q562R1
299605,P20226,Q59EC8
299839,P55072,Q5BKZ1
299904,Q6ZW49,Q5C9Z4
300023,Q04656,Q5EBL8
300024,Q04656,Q5EBL8
300074,P42858,Q5F1R6
300203,P43354,Q5H9L2
300204,P43354,Q5H9L2
300205,P20226,Q5H9L4
300206,P20226,Q5H9L4
300432,Q5S007,Q5JPE7
300719,P19404,Q5JRX3
300752,O95292,Q5JSH3
300753,O95292,Q5JSH3
300782,P42858,Q5JSL3
300936,P55072,Q5JTH9
301073,Q5S007,Q5JTV8
301084,P35637,Q5JTW2
301214,Q16637,Q5JVS0
301215,Q16637,Q5JVS0
301725,Q16637,Q5RL73
301726,Q16637,Q5RL73
301727,Q16637,Q5RL73
301783,O60260,Q5S007
301784,O60260,Q5S007
301802,P10636,Q5S007
301823,P37840,Q5S007
301824,P37840,Q5S007
301895,Q5S007,Q5S007
301896,Q5S007,Q5S007
301897,Q5S007,Q5S007
301898,Q5S007,Q5S007
301899,Q5S007,Q5S007
302051,Q6ZW49,Q5SSJ5
302169,P20226,Q5SXM2
302336,P00441,Q5T160
302371,P55072,Q5T1M5
302381,P35637,Q5T1R4
302435,Q6ZW49,Q5T280
302448,P00441,Q5T2R2
302821,Q16637,Q5T3J3
302822,Q16637,Q5T3J3
302823,Q16637,Q5T3J3
302824,Q16637,Q5T3J3
302825,Q16637,Q5T3J3
303007,P55072,Q5T4S7
303278,P35637,Q5T6F2
303506,O60260,Q5T9A4
303619,Q5S007,Q5TA50
303770,Q9UGJ0,Q5TAX3
304137,O60260,Q5U5U6
304206,P55072,Q5UIP0
304228,Q5S007,Q5UIP0
304272,P55072,Q5VIR6
304430,O60260,Q5VT66
304480,P21675,Q5VTD9
304481,P21675,Q5VTD9
304486,P28799,Q5VTD9
304487,P28799,Q5VTD9
304597,P42858,Q5VTR2
304598,P42858,Q5VTR2
304658,P04156,Q5VU43
304672,P37840,Q5VU43
304673,P37840,Q5VU43
304674,P37840,Q5VU43
304697,Q16637,Q5VU43
304698,Q16637,Q5VU43
304699,Q16637,Q5VU43
304852,Q5S007,Q5VVH5
304871,P55072,Q5VVQ6
304872,P55072,Q5VVQ6
304937,P20226,Q5VWG9
304938,P21675,Q5VWG9
305023,O60260,Q5VWP2
305259,Q14203,Q5VZK9
305376,P42858,Q5W5X9
305514,P42858,Q63HK5
305567,P04626,Q63HR2
305568,P04626,Q63HR2
305569,P04626,Q63HR2
305644,P49768,Q63ZY3
305645,P49768,Q63ZY3
305788,P55072,Q66K14
305899,P49768,Q66LE6
306004,P42858,Q676U5
306172,P04626,Q68CZ2
306173,P04626,Q68CZ2
306174,P04626,Q68CZ2
306360,Q9UGJ0,Q68E01
306381,P55072,Q68EM7
307171,Q6ZW49,Q6F5E8
307254,Q5S007,Q6FI13
307273,Q13867,Q6FI68
307521,P00441,Q6IA86
307639,Q9UGJ0,Q6IAN0
307789,P00441,Q6ICL3
307848,Q16637,Q6IE81
307849,Q16637,Q6IE81
307850,Q16637,Q6IE81
307917,Q9UGJ0,Q6IN85
308073,P55072,Q6ISU1
308228,P49768,Q6LCG8
308444,Q5S007,Q6NTE8
308473,O60260,Q6NUK1
308498,O60260,Q6NUN9
308499,O60260,Q6NUN9
308500,O60260,Q6NUN9
308609,P01023,Q6NVH7
308685,P55072,Q6NW34
308714,P42858,Q6NWY9
308778,P35637,Q6NXE6
308807,P35637,Q6NXR4
308845,P00441,Q6NXT2
308897,P55072,Q6NXT2
309188,P42858,Q6NZI2
309295,Q16637,Q6P0Q8
309296,Q16637,Q6P0Q8
309316,Q13148,Q6P158
309719,P20226,Q6P1X5
309720,P20226,Q6P1X5
309721,P20226,Q6P1X5
309722,P21675,Q6P1X5
309723,P21675,Q6P1X5
309724,P21675,Q6P1X5
310024,Q6Y7W6,Q6P2Q9
310076,Q9UGJ0,Q6P2Q9
310221,P22314,Q6P4I2
310229,Q16637,Q6P4I2
310230,Q16637,Q6P4I2
310286,Q6ZW49,Q6P587
310396,O43464,Q6P996
310401,P55072,Q6P996
310598,P28799,Q6PEX3
310753,P55072,Q6PHR2
310755,Q9UGJ0,Q6PHR2
310906,P49768,Q6PIL6
311044,P55072,Q6PJG6
311195,P04626,Q6PK50
311269,P42858,Q6PKC3
311337,Q13148,Q6PKG0
311351,Q6ZW49,Q6PKG0
311382,P04626,Q6PKX4
311383,P04626,Q6PKX4
311384,P04626,Q6PKX4
311751,Q9NQ11,Q6SJ93
311752,Q9NQ11,Q6SJ93
311773,P37231,Q6STE5
311774,P37231,Q6STE5
311886,Q9UGJ0,Q6UB35
312160,P00441,Q6UWP2
312172,P22314,Q6UWP2
312294,Q6ZW49,Q6UWZ7
312331,P49768,Q6UX71
312422,Q16637,Q6UXH1
312461,P09936,Q6UXN9
312476,P55072,Q6UXN9
312527,Q9UGJ0,Q6UXN9
312700,P37840,Q6VIB9
312707,P01023,Q6VMQ6
312912,Q5S007,Q6WCQ1
312913,Q5S007,Q6WCQ1
313001,Q9UGJ0,Q6XPR3
313108,P55072,Q6Y7W6
313113,Q13148,Q6Y7W6
313179,O60260,Q6YN16
313274,Q9UGJ0,Q6YP21
313338,P42858,Q6ZMR3
313342,Q5S007,Q6ZMR3
313397,Q9NQ11,Q6ZN04
313625,Q14203,Q6ZP65
313655,Q6ZW49,Q6ZRH7
313897,Q14203,Q6ZU52
313898,Q14203,Q6ZU52
314010,P04626,Q6ZV89
314190,P01023,Q6ZW49
314198,P37231,Q6ZW49
314216,Q6ZW49,Q6ZW49
314490,P22314,Q70SY1
314575,P22314,Q712K3
314592,P55072,Q712K3
314693,P37840,Q71DI3
314784,Q6ZW49,Q71F23
314828,Q13148,Q71RC2
314897,O43464,Q71U36
314899,O60260,Q71U36
314940,P09936,Q71U36
314941,P09936,Q71U36
314978,P35637,Q71U36
314989,P42858,Q71U36
315069,Q16637,Q71U36
315070,Q16637,Q71U36
315071,Q16637,Q71U36
315077,Q5S007,Q71U36
315078,Q5S007,Q71U36
315114,Q99497,Q71U36
315130,Q9BXM7,Q71U36
315226,P55072,Q71UI9
315380,P04626,Q71V34
315464,P35637,Q765P7
315523,P00441,Q76N89
315586,P04626,Q7KZ85
315587,P04626,Q7KZ85
315613,P55072,Q7KZ85
315727,Q13148,Q7KZF4
315761,Q9UGJ0,Q7KZF4
315774,P10636,Q7KZI7
315786,P55072,Q7KZI7
315902,Q9UGJ0,Q7L014
315971,P42858,Q7L190
315972,P42858,Q7L190
316018,Q14203,Q7L1Q6
316028,Q6ZW49,Q7L1T6
316147,Q13148,Q7L2E3
316463,Q5S007,Q7L576
316572,Q5S007,Q7L592
316683,O95292,Q7L5D6
316709,P55072,Q7L5D6
316950,Q16637,Q7L5N1
316951,Q16637,Q7L5N1
316952,Q16637,Q7L5N1
316953,Q16637,Q7L5N1
317158,Q5S007,Q7L7X3
317191,Q5S007,Q7L804
317267,P55072,Q7LBC6
317557,Q13148,Q7Z2T5
317591,Q13148,Q7Z2W4
317707,Q7Z333,Q7Z333
317751,P42858,Q7Z3B1
317848,P55072,Q7Z3B4
318506,Q96QT4,Q7Z406
318507,Q96QT4,Q7Z406
318552,Q13148,Q7Z417
318708,P42858,Q7Z460
318710,P55072,Q7Z460
318763,P55072,Q7Z4G1
318777,P55072,Q7Z4G4
319019,P51587,Q7Z589
319046,Q6Y7W6,Q7Z591
319113,P55072,Q7Z5K2
319318,P42858,Q7Z6B7
319377,Q5S007,Q7Z6E9
319461,P04626,Q7Z6G8
319663,P55072,Q7Z6Z7
319721,Q9UGJ0,Q7Z6Z7
319815,P20226,Q7Z7C8
319870,P04626,Q7Z7G1
319980,P42858,Q7Z7K0
319995,P42858,Q7Z7K6
320065,Q5S007,Q86SE5
320394,Q13148,Q86TB9
320563,P10636,Q86TM6
320572,P55072,Q86TM6
320573,P55072,Q86TM6
320583,Q30201,Q86TM6
320731,P55072,Q86U06
320760,Q6ZW49,Q86U38
320797,Q13148,Q86U42
320932,P21675,Q86U86
320933,P21675,Q86U86
321105,Q13148,Q86UE4
321150,Q6Y7W6,Q86UK7
321626,Q5S007,Q86V25
321761,Q6ZW49,Q86V81
321869,Q5S007,Q86VI3
321998,O60260,Q86VP1
322013,P55072,Q86VP1
322216,Q6ZW49,Q86VU5
322322,Q9NQ11,Q86VZ2
322323,Q9NQ11,Q86VZ2
322403,Q5S007,Q86W54
322437,P55072,Q86W92
